job_id,job_title,cv_id,cv_category,similarity_score,gemini_score
3887881431,Program Coordinator for Baltimore Youth Film Arts,24491862,PUBLIC-RELATIONS,4,5
3887881431,Program Coordinator for Baltimore Youth Film Arts,31225895,AVIATION,3,4
3887881431,Program Coordinator for Baltimore Youth Film Arts,92985983,CHEF,3,2
3887582356,Patient Safety Attendant,12938200,HEALTHCARE,5,4
3887582356,Patient Safety Attendant,16356151,HEALTHCARE,5,2
3887582356,Patient Safety Attendant,28423028,HEALTHCARE,5,2
3887582356,Patient Safety Attendant,45077654,HEALTHCARE,5,3
3887582356,Patient Safety Attendant,22990761,AVIATION,5,6
3887582356,Patient Safety Attendant,29087505,CONSTRUCTION,1,2
3887582356,Patient Safety Attendant,38108845,FITNESS,2,2
3887582356,Patient Safety Attendant,22351830,CONSULTANT,1,1
3887582356,Patient Safety Attendant,94492380,DIGITAL-MEDIA,1,1
3887582356,Patient Safety Attendant,20082776,ACCOUNTANT,2,2
3889286051,Term- Prop Technician (65404BR),18885767,ARTS,6,3
3889286051,Term- Prop Technician (65404BR),28325193,ARTS,5,5
3889286051,Term- Prop Technician (65404BR),15306049,ARTS,5,5
3889286051,Term- Prop Technician (65404BR),27024099,BUSINESS-DEVELOPMENT,5,5
3889286051,Term- Prop Technician (65404BR),14150896,DIGITAL-MEDIA,5,5
3889286051,Term- Prop Technician (65404BR),27000192,PUBLIC-RELATIONS,3,1
3889286051,Term- Prop Technician (65404BR),74512244,FINANCE,2,2
3889286051,Term- Prop Technician (65404BR),74849878,FINANCE,2,2
3889286051,Term- Prop Technician (65404BR),34319869,DIGITAL-MEDIA,3,3
3889286051,Term- Prop Technician (65404BR),27847081,HR,2,2
3902745676,Team Lead/Charge Nurse - Acute Medicine,31395710,HEALTHCARE,5,6
3902745676,Team Lead/Charge Nurse - Acute Medicine,25834360,HEALTHCARE,5,6
3902745676,Team Lead/Charge Nurse - Acute Medicine,14062078,HEALTHCARE,5,8
3902745676,Team Lead/Charge Nurse - Acute Medicine,16356151,HEALTHCARE,5,5
3902745676,Team Lead/Charge Nurse - Acute Medicine,37640804,HEALTHCARE,5,4
3902745676,Team Lead/Charge Nurse - Acute Medicine,19738730,BUSINESS-DEVELOPMENT,3,2
3902745676,Team Lead/Charge Nurse - Acute Medicine,85973397,CONSULTANT,3,2
3902745676,Team Lead/Charge Nurse - Acute Medicine,24967652,FINANCE,1,1
3902745676,Team Lead/Charge Nurse - Acute Medicine,17880988,FINANCE,3,1
3902745676,Team Lead/Charge Nurse - Acute Medicine,27295996,INFORMATION-TECHNOLOGY,2,1
3899538965,Scheduler ,45475027,CONSTRUCTION,7,7
3899538965,Scheduler ,26091595,CONSTRUCTION,7,4
3899538965,Scheduler ,78114950,CONSTRUCTION,7,6
3899538965,Scheduler ,24361598,CONSTRUCTION,7,6
3899538965,Scheduler ,25656981,CONSTRUCTION,7,7
3899538965,Scheduler ,40883703,BUSINESS-DEVELOPMENT,3,1
3899538965,Scheduler ,15941675,ENGINEERING,5,2
3899538965,Scheduler ,17655479,BPO,4,4
3899538965,Scheduler ,39875803,BUSINESS-DEVELOPMENT,3,3
3899538965,Scheduler ,12938389,FITNESS,4,4
3888027804,Intervention Specialist,15265464,TEACHER,6,7
3888027804,Intervention Specialist,21611212,TEACHER,6,6
3888027804,Intervention Specialist,20626794,TEACHER,6,4
3888027804,Intervention Specialist,54934269,HEALTHCARE,5,5
3888027804,Intervention Specialist,27531694,TEACHER,5,7
3888027804,Intervention Specialist,22890839,ENGINEERING,3,2
3888027804,Intervention Specialist,10909673,BANKING,2,2
3888027804,Intervention Specialist,24001783,AGRICULTURE,3,1
3888027804,Intervention Specialist,30127072,BANKING,3,1
3888027804,Intervention Specialist,18242317,AGRICULTURE,3,2
3901378172,Compliance Officer,89049979,ADVOCATE,7,8
3901378172,Compliance Officer,26013403,FINANCE,7,7
3901378172,Compliance Officer,95519832,BANKING,7,3
3901378172,Compliance Officer,77156708,BANKING,7,6
3901378172,Compliance Officer,25200253,BANKING,7,6
3901378172,Compliance Officer,81217013,FINANCE,5,3
3901378172,Compliance Officer,11266906,BANKING,4,4
3901378172,Compliance Officer,43685045,ACCOUNTANT,6,3
3901378172,Compliance Officer,30862904,HR,4,3
3901378172,Compliance Officer,24833063,FINANCE,6,3
3894291099,"Anti-Money Laundering (AML) Sr. Investigator III, Transaction Monitoring Operations Team (TMO)",24592627,CONSULTANT,5,5
3894291099,"Anti-Money Laundering (AML) Sr. Investigator III, Transaction Monitoring Operations Team (TMO)",14107571,FITNESS,5,6
3894291099,"Anti-Money Laundering (AML) Sr. Investigator III, Transaction Monitoring Operations Team (TMO)",26231609,FINANCE,4,4
3894291099,"Anti-Money Laundering (AML) Sr. Investigator III, Transaction Monitoring Operations Team (TMO)",41950126,BANKING,4,7
3894291099,"Anti-Money Laundering (AML) Sr. Investigator III, Transaction Monitoring Operations Team (TMO)",91564103,ACCOUNTANT,4,3
3894291099,"Anti-Money Laundering (AML) Sr. Investigator III, Transaction Monitoring Operations Team (TMO)",12333703,HEALTHCARE,3,3
3894291099,"Anti-Money Laundering (AML) Sr. Investigator III, Transaction Monitoring Operations Team (TMO)",54246169,AGRICULTURE,2,1
3894291099,"Anti-Money Laundering (AML) Sr. Investigator III, Transaction Monitoring Operations Team (TMO)",19724031,HEALTHCARE,1,2
3894291099,"Anti-Money Laundering (AML) Sr. Investigator III, Transaction Monitoring Operations Team (TMO)",29061628,CONSTRUCTION,3,3
3894291099,"Anti-Money Laundering (AML) Sr. Investigator III, Transaction Monitoring Operations Team (TMO)",30128072,ADVOCATE,3,3
3901350317,Communications Specialist,31929166,DIGITAL-MEDIA,6,7
3901350317,Communications Specialist,25001005,PUBLIC-RELATIONS,6,8
3901350317,Communications Specialist,85973397,CONSULTANT,6,8
3901350317,Communications Specialist,63670997,CONSULTANT,6,8
3901350317,Communications Specialist,23631724,PUBLIC-RELATIONS,6,9
3901350317,Communications Specialist,17658471,TEACHER,3,3
3901350317,Communications Specialist,49486820,HEALTHCARE,4,3
3901350317,Communications Specialist,18365791,ACCOUNTANT,2,2
3901350317,Communications Specialist,14248724,HEALTHCARE,3,1
3901350317,Communications Specialist,12171093,ADVOCATE,4,3
3905259011,Call Center - Inbound Sales Representative at eClerx Fayetteville,23929500,SALES,4,7
3905259011,Call Center - Inbound Sales Representative at eClerx Fayetteville,18932512,BPO,4,7
3905259011,Call Center - Inbound Sales Representative at eClerx Fayetteville,73157997,BUSINESS-DEVELOPMENT,4,6
3905259011,Call Center - Inbound Sales Representative at eClerx Fayetteville,15535408,APPAREL,4,6
3905259011,Call Center - Inbound Sales Representative at eClerx Fayetteville,29647215,CONSULTANT,4,1
3905259011,Call Center - Inbound Sales Representative at eClerx Fayetteville,32441790,PUBLIC-RELATIONS,2,2
3905259011,Call Center - Inbound Sales Representative at eClerx Fayetteville,22492537,ACCOUNTANT,3,3
3905259011,Call Center - Inbound Sales Representative at eClerx Fayetteville,26819872,AVIATION,2,3
3905259011,Call Center - Inbound Sales Representative at eClerx Fayetteville,69532425,TEACHER,1,2
3905259011,Call Center - Inbound Sales Representative at eClerx Fayetteville,25462793,ACCOUNTANT,1,1
3900953537,Janitor,12059610,APPAREL,5,7
3900953537,Janitor,32265203,CONSTRUCTION,5,6
3900953537,Janitor,14508237,HEALTHCARE,5,5
3900953537,Janitor,26958533,ENGINEERING,5,5
3900953537,Janitor,27835351,CONSTRUCTION,5,6
3900953537,Janitor,14879257,TEACHER,2,1
3900953537,Janitor,68460556,INFORMATION-TECHNOLOGY,2,2
3900953537,Janitor,32140087,SALES,4,2
3900953537,Janitor,14849103,CONSTRUCTION,2,1
3900953537,Janitor,78016758,CONSULTANT,3,1
3884830401,Maintenance Technician,92283635,AVIATION,6,8
3884830401,Maintenance Technician,10219099,ENGINEERING,6,8
3884830401,Maintenance Technician,11959428,AVIATION,6,6
3884830401,Maintenance Technician,56025640,ENGINEERING,6,7
3884830401,Maintenance Technician,39855211,ENGINEERING,6,7
3884830401,Maintenance Technician,24967652,FINANCE,1,2
3884830401,Maintenance Technician,15553584,BANKING,2,1
3884830401,Maintenance Technician,38847011,ACCOUNTANT,3,2
3884830401,Maintenance Technician,37360517,SALES,3,3
3884830401,Maintenance Technician,18460045,DESIGNER,2,2
3901344663,Salesforce Consultant,12938389,FITNESS,6,3
3901344663,Salesforce Consultant,36379931,PUBLIC-RELATIONS,6,3
3901344663,Salesforce Consultant,23814777,HEALTHCARE,6,2
3901344663,Salesforce Consultant,11957080,INFORMATION-TECHNOLOGY,6,2
3901344663,Salesforce Consultant,28630325,ENGINEERING,6,2
3901344663,Salesforce Consultant,28772892,TEACHER,4,4
3901344663,Salesforce Consultant,3547447,BANKING,4,4
3901344663,Salesforce Consultant,22855060,FITNESS,4,3
3901344663,Salesforce Consultant,31162167,PUBLIC-RELATIONS,4,3
3901344663,Salesforce Consultant,29483501,CONSTRUCTION,5,3
3903888834,"Manager, Care Coordination (IN Medicaid)",52684666,FITNESS,6,7
3903888834,"Manager, Care Coordination (IN Medicaid)",10816645,FITNESS,6,3
3903888834,"Manager, Care Coordination (IN Medicaid)",28423028,HEALTHCARE,6,7
3903888834,"Manager, Care Coordination (IN Medicaid)",16356151,HEALTHCARE,6,6
3903888834,"Manager, Care Coordination (IN Medicaid)",26456474,HEALTHCARE,6,4
3903888834,"Manager, Care Coordination (IN Medicaid)",70528646,SALES,3,3
3903888834,"Manager, Care Coordination (IN Medicaid)",15680735,HEALTHCARE,4,4
3903888834,"Manager, Care Coordination (IN Medicaid)",39674178,ACCOUNTANT,3,3
3903888834,"Manager, Care Coordination (IN Medicaid)",25142074,APPAREL,3,1
3903888834,"Manager, Care Coordination (IN Medicaid)",34544955,CONSTRUCTION,2,2
3904393550,Housekeeping Supervisor,16852973,HR,6,3
3904393550,Housekeeping Supervisor,11835339,CONSULTANT,6,2
3904393550,Housekeeping Supervisor,24905947,BPO,6,2
3904393550,Housekeeping Supervisor,19156751,SALES,6,4
3904393550,Housekeeping Supervisor,35579812,HEALTHCARE,5,3
3904393550,Housekeeping Supervisor,22506245,DESIGNER,2,2
3904393550,Housekeeping Supervisor,13807808,DESIGNER,3,1
3904393550,Housekeeping Supervisor,29797594,TEACHER,2,2
3904393550,Housekeeping Supervisor,26768723,INFORMATION-TECHNOLOGY,3,2
3904393550,Housekeeping Supervisor,13836471,INFORMATION-TECHNOLOGY,3,2
3886465131,Assistant Facility Manager,12695799,BPO,5,7
3886465131,Assistant Facility Manager,27090089,HEALTHCARE,5,5
3886465131,Assistant Facility Manager,28724469,FINANCE,5,7
3886465131,Assistant Facility Manager,38565119,DESIGNER,4,6
3886465131,Assistant Facility Manager,14611516,PUBLIC-RELATIONS,4,6
3886465131,Assistant Facility Manager,24410405,ADVOCATE,3,5
3886465131,Assistant Facility Manager,21283733,DESIGNER,3,3
3886465131,Assistant Facility Manager,38535335,ENGINEERING,3,5
3886465131,Assistant Facility Manager,29329075,PUBLIC-RELATIONS,3,4
3886465131,Assistant Facility Manager,31813535,BUSINESS-DEVELOPMENT,4,4
3889244679,Sales Manager,96493528,BANKING,6,6
3889244679,Sales Manager,11490673,FINANCE,6,3
3889244679,Sales Manager,35483925,BUSINESS-DEVELOPMENT,6,6
3889244679,Sales Manager,20850529,BUSINESS-DEVELOPMENT,6,6
3889244679,Sales Manager,47410104,FINANCE,6,2
3889244679,Sales Manager,31547476,CHEF,3,3
3889244679,Sales Manager,40018190,INFORMATION-TECHNOLOGY,3,1
3889244679,Sales Manager,17132168,DIGITAL-MEDIA,5,5
3889244679,Sales Manager,23510685,HR,4,3
3889244679,Sales Manager,86828820,ENGINEERING,4,2
3905394158,Clinical RN BU – Operating Room – Sharp Grossmont Hospital - 10 Hour Night Shift – Full Time - Eligible for up to $25K in New Hire Incentive,25834360,HEALTHCARE,6,7
3905394158,Clinical RN BU – Operating Room – Sharp Grossmont Hospital - 10 Hour Night Shift – Full Time - Eligible for up to $25K in New Hire Incentive,10953078,HEALTHCARE,6,8
3905394158,Clinical RN BU – Operating Room – Sharp Grossmont Hospital - 10 Hour Night Shift – Full Time - Eligible for up to $25K in New Hire Incentive,14062078,HEALTHCARE,6,8
3905394158,Clinical RN BU – Operating Room – Sharp Grossmont Hospital - 10 Hour Night Shift – Full Time - Eligible for up to $25K in New Hire Incentive,69005326,TEACHER,5,4
3905394158,Clinical RN BU – Operating Room – Sharp Grossmont Hospital - 10 Hour Night Shift – Full Time - Eligible for up to $25K in New Hire Incentive,24061629,HEALTHCARE,5,4
3905394158,Clinical RN BU – Operating Room – Sharp Grossmont Hospital - 10 Hour Night Shift – Full Time - Eligible for up to $25K in New Hire Incentive,33176873,HR,2,2
3905394158,Clinical RN BU – Operating Room – Sharp Grossmont Hospital - 10 Hour Night Shift – Full Time - Eligible for up to $25K in New Hire Incentive,18311419,BUSINESS-DEVELOPMENT,3,2
3905394158,Clinical RN BU – Operating Room – Sharp Grossmont Hospital - 10 Hour Night Shift – Full Time - Eligible for up to $25K in New Hire Incentive,24294778,ACCOUNTANT,3,2
3905394158,Clinical RN BU – Operating Room – Sharp Grossmont Hospital - 10 Hour Night Shift – Full Time - Eligible for up to $25K in New Hire Incentive,35325329,INFORMATION-TECHNOLOGY,2,1
3905394158,Clinical RN BU – Operating Room – Sharp Grossmont Hospital - 10 Hour Night Shift – Full Time - Eligible for up to $25K in New Hire Incentive,10724818,SALES,3,2
3898158925,"Insurance Sales Manager - Houston, Commercial Insurance",14667659,HEALTHCARE,4,6
3898158925,"Insurance Sales Manager - Houston, Commercial Insurance",10876132,FINANCE,4,4
3898158925,"Insurance Sales Manager - Houston, Commercial Insurance",24592627,CONSULTANT,4,3
3898158925,"Insurance Sales Manager - Houston, Commercial Insurance",14708590,HEALTHCARE,4,4
3898158925,"Insurance Sales Manager - Houston, Commercial Insurance",31169070,CONSULTANT,4,4
3898158925,"Insurance Sales Manager - Houston, Commercial Insurance",30542184,ENGINEERING,2,2
3898158925,"Insurance Sales Manager - Houston, Commercial Insurance",25656981,CONSTRUCTION,1,3
3898158925,"Insurance Sales Manager - Houston, Commercial Insurance",49119887,PUBLIC-RELATIONS,2,2
3898158925,"Insurance Sales Manager - Houston, Commercial Insurance",13343786,HR,2,2
3898158925,"Insurance Sales Manager - Houston, Commercial Insurance",18198627,DESIGNER,1,2
3902923282,Marketing Specialist,31220062,PUBLIC-RELATIONS,7,8
3902923282,Marketing Specialist,25413261,PUBLIC-RELATIONS,7,7
3902923282,Marketing Specialist,39608848,BUSINESS-DEVELOPMENT,7,7
3902923282,Marketing Specialist,49119887,PUBLIC-RELATIONS,7,7
3902923282,Marketing Specialist,67501448,BUSINESS-DEVELOPMENT,7,7
3902923282,Marketing Specialist,23427369,HEALTHCARE,4,3
3902923282,Marketing Specialist,71499299,FINANCE,4,2
3902923282,Marketing Specialist,23438112,ACCOUNTANT,4,2
3902923282,Marketing Specialist,98389424,INFORMATION-TECHNOLOGY,3,3
3902923282,Marketing Specialist,94230796,PUBLIC-RELATIONS,2,3
3906258251,MitraClip Specialist I - 2nd Shift,34962725,HEALTHCARE,4,4
3906258251,MitraClip Specialist I - 2nd Shift,25974844,HEALTHCARE,4,4
3906258251,MitraClip Specialist I - 2nd Shift,35422305,HEALTHCARE,4,1
3906258251,MitraClip Specialist I - 2nd Shift,18129173,HEALTHCARE,4,3
3906258251,MitraClip Specialist I - 2nd Shift,48037995,HEALTHCARE,4,3
3906258251,MitraClip Specialist I - 2nd Shift,25452321,CHEF,2,4
3906258251,MitraClip Specialist I - 2nd Shift,89197180,BUSINESS-DEVELOPMENT,2,2
3906258251,MitraClip Specialist I - 2nd Shift,26942552,SALES,2,2
3906258251,MitraClip Specialist I - 2nd Shift,15727656,ADVOCATE,2,2
3906258251,MitraClip Specialist I - 2nd Shift,15471999,DESIGNER,1,4
3901675622,Front Office Manager,19156751,SALES,7,6
3901675622,Front Office Manager,16852973,HR,7,7
3901675622,Front Office Manager,29028935,BPO,7,7
3901675622,Front Office Manager,18029935,BUSINESS-DEVELOPMENT,7,4
3901675622,Front Office Manager,16449850,FINANCE,7,3
3901675622,Front Office Manager,73497035,HR,3,3
3901675622,Front Office Manager,22452756,AUTOMOBILE,4,2
3901675622,Front Office Manager,20237244,INFORMATION-TECHNOLOGY,3,0
3901675622,Front Office Manager,12674307,DESIGNER,3,3
3901675622,Front Office Manager,65325317,BUSINESS-DEVELOPMENT,5,4
3902370353,Process Engineer,24154692,AVIATION,7,6
3902370353,Process Engineer,33685075,ENGINEERING,7,7
3902370353,Process Engineer,28020046,AVIATION,6,7
3902370353,Process Engineer,21807224,ENGINEERING,6,7
3902370353,Process Engineer,29534737,AVIATION,6,3
3902370353,Process Engineer,15618327,AVIATION,3,3
3902370353,Process Engineer,28424982,CHEF,3,0
3902370353,Process Engineer,28631840,ENGINEERING,5,4
3902370353,Process Engineer,22720697,ACCOUNTANT,2,0
3902370353,Process Engineer,54308684,APPAREL,3,2
3885867649,Technical Project Manager – Mid Level,12045067,INFORMATION-TECHNOLOGY,5,6
3885867649,Technical Project Manager – Mid Level,92246939,CONSULTANT,4,6
3885867649,Technical Project Manager – Mid Level,27624540,SALES,4,5
3885867649,Technical Project Manager – Mid Level,81588968,AVIATION,4,4
3885867649,Technical Project Manager – Mid Level,14278888,PUBLIC-RELATIONS,4,4
3885867649,Technical Project Manager – Mid Level,22323967,HR,4,4
3885867649,Technical Project Manager – Mid Level,32219038,HEALTHCARE,3,3
3885867649,Technical Project Manager – Mid Level,18835363,DESIGNER,2,6
3885867649,Technical Project Manager – Mid Level,23807940,CHEF,2,2
3885867649,Technical Project Manager – Mid Level,14569498,CHEF,2,2
3888000711,Full Time - Merchandising Service Associate - Day,31242382,BPO,5,7
3888000711,Full Time - Merchandising Service Associate - Day,18589927,BPO,5,5
3888000711,Full Time - Merchandising Service Associate - Day,97405769,ADVOCATE,5,7
3888000711,Full Time - Merchandising Service Associate - Day,21809601,SALES,5,7
3888000711,Full Time - Merchandising Service Associate - Day,24230851,BPO,5,4
3888000711,Full Time - Merchandising Service Associate - Day,27523575,HR,2,2
3888000711,Full Time - Merchandising Service Associate - Day,19446337,ACCOUNTANT,1,1
3888000711,Full Time - Merchandising Service Associate - Day,11393213,CONSTRUCTION,2,3
3888000711,Full Time - Merchandising Service Associate - Day,76916835,BUSINESS-DEVELOPMENT,3,2
3888000711,Full Time - Merchandising Service Associate - Day,17584743,DIGITAL-MEDIA,3,2
3904991287,Program Mentor - Master of Science in Nursing,22450718,INFORMATION-TECHNOLOGY,5,2
3904991287,Program Mentor - Master of Science in Nursing,17730889,BUSINESS-DEVELOPMENT,5,4
3904991287,Program Mentor - Master of Science in Nursing,88651471,FINANCE,5,2
3904991287,Program Mentor - Master of Science in Nursing,18316239,HR,5,3
3904991287,Program Mentor - Master of Science in Nursing,49325370,HEALTHCARE,5,4
3904991287,Program Mentor - Master of Science in Nursing,10399912,HR,4,3
3904991287,Program Mentor - Master of Science in Nursing,25370801,BUSINESS-DEVELOPMENT,3,3
3904991287,Program Mentor - Master of Science in Nursing,21178545,HEALTHCARE,2,2
3904991287,Program Mentor - Master of Science in Nursing,17396388,BANKING,3,3
3904991287,Program Mentor - Master of Science in Nursing,78114950,CONSTRUCTION,4,2
3904943530,Engagement Jewelry Category Manager,20748926,DESIGNER,6,2
3904943530,Engagement Jewelry Category Manager,11432686,BUSINESS-DEVELOPMENT,6,8
3904943530,Engagement Jewelry Category Manager,29865476,DESIGNER,6,3
3904943530,Engagement Jewelry Category Manager,14346702,CONSULTANT,6,2
3904943530,Engagement Jewelry Category Manager,36269672,DESIGNER,6,2
3904943530,Engagement Jewelry Category Manager,20626794,TEACHER,2,2
3904943530,Engagement Jewelry Category Manager,15790602,BUSINESS-DEVELOPMENT,4,5
3904943530,Engagement Jewelry Category Manager,23513618,ACCOUNTANT,3,3
3904943530,Engagement Jewelry Category Manager,17115815,BUSINESS-DEVELOPMENT,4,4
3904943530,Engagement Jewelry Category Manager,29165698,FITNESS,3,3
3903431230,HVAC Mechanic (PM Shift) - Part-time ,38108845,FITNESS,5,3
3903431230,HVAC Mechanic (PM Shift) - Part-time ,18029935,BUSINESS-DEVELOPMENT,4,2
3903431230,HVAC Mechanic (PM Shift) - Part-time ,23602130,PUBLIC-RELATIONS,4,2
3903431230,HVAC Mechanic (PM Shift) - Part-time ,16852973,HR,4,1
3903431230,HVAC Mechanic (PM Shift) - Part-time ,15917885,PUBLIC-RELATIONS,4,1
3903431230,HVAC Mechanic (PM Shift) - Part-time ,61677751,BUSINESS-DEVELOPMENT,3,0
3903431230,HVAC Mechanic (PM Shift) - Part-time ,29775391,CHEF,3,0
3903431230,HVAC Mechanic (PM Shift) - Part-time ,12171093,ADVOCATE,2,2
3903431230,HVAC Mechanic (PM Shift) - Part-time ,18472240,CONSTRUCTION,4,7
3903431230,HVAC Mechanic (PM Shift) - Part-time ,23048999,PUBLIC-RELATIONS,3,0
3891267812,Sales Specialist,69666645,HEALTHCARE,5,7
3891267812,Sales Specialist,29521434,APPAREL,4,5
3891267812,Sales Specialist,23139437,HEALTHCARE,4,6
3891267812,Sales Specialist,16605352,HEALTHCARE,3,6
3891267812,Sales Specialist,33964275,CHEF,3,3
3891267812,Sales Specialist,14900898,CONSTRUCTION,1,1
3891267812,Sales Specialist,31850269,CONSTRUCTION,0,2
3891267812,Sales Specialist,12938389,FITNESS,1,2
3891267812,Sales Specialist,20317319,BUSINESS-DEVELOPMENT,1,6
3891267812,Sales Specialist,26695839,HEALTHCARE,1,3
3903446618,Physical Therapist - Sports Med and Rehab,20765795,ADVOCATE,5,3
3903446618,Physical Therapist - Sports Med and Rehab,25873425,ADVOCATE,5,3
3903446618,Physical Therapist - Sports Med and Rehab,12544735,HEALTHCARE,5,2
3903446618,Physical Therapist - Sports Med and Rehab,10062724,HEALTHCARE,5,2
3903446618,Physical Therapist - Sports Med and Rehab,43994605,HEALTHCARE,5,2
3903446618,Physical Therapist - Sports Med and Rehab,22650051,AVIATION,2,2
3903446618,Physical Therapist - Sports Med and Rehab,75435017,HEALTHCARE,4,2
3903446618,Physical Therapist - Sports Med and Rehab,29865476,DESIGNER,2,2
3903446618,Physical Therapist - Sports Med and Rehab,26579709,BANKING,2,1
3903446618,Physical Therapist - Sports Med and Rehab,28762662,ENGINEERING,2,0
3902943704,Behavioral Health Associate (BHA) - Night Shift,10062724,HEALTHCARE,6,4
3902943704,Behavioral Health Associate (BHA) - Night Shift,41910253,HEALTHCARE,6,7
